,domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,mongodb,api,jwt,linux,sas,firebase,cnn,nginx,dart,postman,aws,jest,next,html,hasura,communication,vercel,django,docker,graphql,mysql,mui,opencv,python,express,flutter,ajax,vim,bootstrap,git,node,typescript,mongoose,react,tailwind,javascript,jquery,angular,sql,redux,salary
470,mern stack,fullstack developer,25.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
471,mern stack,mern stack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.5
472,mern stack,web developer,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.8
473,web development using python django + react,fullstack developer,22.0,Degree,No,No,10.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.24
474,mern stack,software developer,24.0,Degree,Yes,No,12.0,Yes,2.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
475,mobile development using flutter,flutter developer,22.0,Degree,No,No,12.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.2
476,mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,No,3.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
477,machine learning,research assistant (machine learning),22.0,No Degree,No,No,12.0,No,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
478,mern stack,fullstack developer,21.0,Degree,No,No,12.0,No,2.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.5
479,mern stack,software engineer,22.0,No Degree,No,No,12.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.8
480,mern stack,frontend developer,21.0,Degree,Yes,No,10.0,No,7.0,manjeri,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
481,mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.44
482,golang,golang developer,22.0,No Degree,No,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.6
483,web development using python django + react,python django developer,22.0,No Degree,No,No,10.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
484,mern stack,software developer trainee,23.0,Degree,Yes,No,10.0,No,0.0,wfh,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82
485,web development using python django,python developer,22.0,Degree,No,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.56
486,mern stack,fullstack developer,23.0,Degree,No,No,11.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
487,mern stack,web developer,22.0,Degree,Yes,No,10.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.56
488,mern stack,web developer,23.0,Degree,Yes,No,9.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.56
489,mern stack,software engineer,21.0,No Degree,No,No,9.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,6.0
490,mern stack,software engineer,23.0,No Degree,No,No,11.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
491,web development using python django + react,software engineer,23.0,No Degree,Yes,No,7.0,Yes,4.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.0
492,mern stack,junior software developer,22.0,Degree,Yes,No,11.0,Yes,3.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
493,mern stack,software engineer,21.0,No Degree,No,No,10.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.75
494,mern stack,software developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
495,mern stack,associated product engineer,22.0,Degree,Yes,No,9.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
496,web development using python django + react,full stack developer,23.0,Degree,No,No,13.0,Yes,0.0,wfh,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.55
497,mern stack,fullstack developer,23.0,No Degree,No,No,13.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
498,mern stack,intern - frontend developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
499,mobile development using flutter,junior flutter developer,21.0,No Degree,Yes,No,7.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.25
500,mean stack,fullstack developer,22.0,No Degree,Yes,No,9.0,Yes,5.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.0
501,mern stack,mern stack developer,22.0,Degree,No,No,10.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
502,mern stack,fullstack developer,24.0,Degree,No,No,13.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
503,mern stack,software engineer,22.0,Degree,Yes,No,9.0,Yes,4.0,ernakulam,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
504,mern stack,software developer,23.0,No Degree,No,No,13.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
505,web development using python django + react,fullstack developer,24.0,Degree,No,No,13.0,Yes,1.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.55
506,web development using python django + react,full stack developer,22.0,No Degree,No,No,13.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
507,mobile development using flutter,junior app developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5.6
508,mobile development using flutter,flutter developer,22.0,Degree,No,No,11.0,Yes,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.2
509,mern stack,trainee software engineer,22.0,Degree,Yes,No,9.0,Yes,7.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.0
510,mern stack,mern stack developer,22.0,Degree,No,No,9.0,Yes,5.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.5
511,mern stack,mern stack developer,24.0,Degree,No,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
512,mean stack,developer trainee,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
513,mern stack,fullstack developer,22.0,Degree,Yes,No,10.0,Yes,2.0,ernakulam,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
514,mobile development using flutter,flutter developer,22.0,Degree,No,No,14.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
515,mern stack,analyst (development),22.0,Degree,No,No,10.0,No,4.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
516,mern stack,fullstack developer,21.0,Degree,No,No,16.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.36
517,mobile development using flutter,flutter developer,22.0,No Degree,No,No,12.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
518,mobile development using flutter,software engineer,22.0,Degree,Yes,No,12.0,No,2.0,wfh,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5.5
519,mern stack,associate software engineer,22.0,No Degree,Yes,No,10.0,Yes,5.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
520,mern stack,fullstack developer,19.0,No Degree,No,No,12.0,No,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3.0
521,web development using python django + react,junior backend developer,25.0,No Degree,No,No,15.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
522,mern stack,mern stack developer,21.0,Degree,No,No,11.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.0
523,mern stack,fullstack developer,23.0,No Degree,No,No,15.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.0
524,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
525,mern stack,fullstack developer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
526,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.8
527,devops,devops engineer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,0.0,bangalore,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36
528,mern stack,react developer,22.0,Degree,No,No,12.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
529,mern stack,mern stack developer,22.0,No Degree,No,No,13.0,Yes,5.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.2
530,mern stack,mern stack developer,23.0,Degree,No,No,7.0,Yes,5.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
531,mern stack,tech lead,22.0,Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.5
532,mean stack,mean stack developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
533,mern stack,mern stack developer,22.0,No Degree,No,No,9.0,No,3.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
534,mern stack,junior fullstack developer,22.0,No Degree,Yes,No,10.0,No,2.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
535,mern stack,fullstack developer,22.0,No Degree,No,No,15.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
536,web development using python django + react,junior django developer,23.0,No Degree,No,No,11.0,Yes,7.0,manjeri,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.25
537,mern stack,software developer,21.0,Degree,Yes,No,10.0,No,7.0,chennai,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
538,golang,devops engineer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.0
539,mern stack,fullstack developer,22.0,Degree,No,No,13.0,Yes,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
540,mean stack,angular developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,7.5
541,golang,software development engineer 1,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.5
542,golang,devsecops,23.0,No Degree,Yes,No,9.0,Yes,4.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
543,mern stack,junior react developer,22.0,No Degree,Yes,No,10.0,No,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
544,mern stack,react developer,21.0,No Degree,Yes,No,10.0,No,7.0,others,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4.8
545,mobile development using flutter,flutter developer,23.0,Degree,No,No,12.0,No,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
546,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.4
547,machine learning,junior ml engineer,22.0,No Degree,Yes,No,10.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
548,mern stack,software engineer,21.0,Degree,Yes,No,10.0,No,4.0,chennai,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0
549,mern stack,nodejs developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,chennai,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.25
550,mern stack,software developer,24.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,3.0
551,web development using python django + react,application developer,24.0,Degree,Yes,No,9.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
552,mern stack,mern stack developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
553,mern stack,node js developer,22.0,No Degree,Yes,No,12.0,Yes,7.0,manjeri,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.4
554,web development using python django + react,python developer,23.0,No Degree,No,No,12.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
555,mern stack,software engineer,22.0,No Degree,Yes,No,8.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.5
556,mern stack,software engineer,21.0,No Degree,No,No,9.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.4
557,mern stack,junior react developer,21.0,Degree,No,No,12.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
558,mern stack,junior developer,23.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
559,mean stack,mean stack developer,22.0,Degree,Yes,No,10.0,No,2.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.4
560,mean stack,mean stack developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,9.4
561,mern stack,trainee software engineer,22.0,Degree,No,No,14.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
562,mobile development using flutter,flutter developer,24.0,Degree,No,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.36
563,mern stack,associate software engineer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.5
564,web development using python django + react,junior web developer,24.0,No Degree,No,Yes [ Non IT industry ],13.0,Yes,1.0,calicut,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
565,web development using python django,python full stack developer,22.0,Degree,No,No,11.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
566,mern stack,fullstack developer,24.0,Degree,No,No,16.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.24
567,mern stack,react developer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,3.6
568,mern stack,react developer,22.0,No Degree,No,No,12.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
569,mean stack,software engineer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.5
570,mern stack,backend developer,22.0,No Degree,Yes,No,11.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
571,mern stack,software engineer,21.0,No Degree,No,No,10.0,No,7.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.75
572,machine learning,junior computer vision developer,22.0,No Degree,No,No,10.0,No,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
573,mern stack,fullstack developer,19.0,No Degree,No,No,12.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3.6
574,mern stack,junior fullstack developer,21.0,Degree,No,No,10.0,No,3.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
